"recipe.id","registry.tag","geometry.id","sampling.id","truth.id","response.id","specification.sha256","status","version"
"ssrhe.quadform.d4.k1.c200.v1","ssrhe.quadform.d4.k1.c200.v1","geometry.quadform.df718f8175d36a14","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","55698ad23341523a6d2d705eaa19a78b09fe2a1ee78721419cb9eab010cfaacf","active",1
"ssrhe.quadform.d4.k2.c035.v1","ssrhe.quadform.d4.k2.c035.v1","geometry.quadform.02e75e9b3c8fd480","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","bfeb0fb3394718fff60e9c691f85b6240b3b92302877b0d0018a6cde864fc07a","active",1
"ssrhe.quadform.d4.k2.c085.v1","ssrhe.quadform.d4.k2.c085.v1","geometry.quadform.5350b5e4adcab392","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","ee71a6bba818f1cc5c449c44cd5c3991f6033ac66adf7420948f6b0565dd5efc","active",1
"ssrhe.quadform.d4.k2.c125.v1","ssrhe.quadform.d4.k2.c125.v1","geometry.quadform.c9ccf02edfef50a5","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","3ef7027fe5fbcd8731f423d07e6b88db94359c6e6e9f36dcf19bb020b4b3b9ad","active",1
"ssrhe.quadform.d4.k2.c150.v1","ssrhe.quadform.d4.k2.c150.v1","geometry.quadform.d26984f0743b4112","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","79570e6da85246094b06b487ccff3a5a4b120ade4938d4b55c31637a66493104","active",1
"ssrhe.quadform.d4.k2.c200.v1","ssrhe.quadform.d4.k2.c200.v1","geometry.quadform.dbd2769d221610f9","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","977c80a7010dfce2857bde1544a61328b69e5b3a89d9d707bccd8cc88b6f568b","active",1
"ssrhe.quadform.d4.k3.c035.v1","ssrhe.quadform.d4.k3.c035.v1","geometry.quadform.e3c3dd419296ab2b","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","a5b9429307554c1ead0836984a503806c25a9a7fdec4cd212ab5f03821e44f04","active",1
"ssrhe.quadform.d4.k3.c085.v1","ssrhe.quadform.d4.k3.c085.v1","geometry.quadform.83185676040b7c43","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","930e408c66a2092969a86b60db7994451cb9de6d18f46c7ec28c65f510006d1c","active",1
"ssrhe.quadform.d4.k3.c125.v1","ssrhe.quadform.d4.k3.c125.v1","geometry.quadform.77b6e3c2bde8f121","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","ce3474a49a86b1015ca02c990bbf017e0f2c91aeaae084caea047ad53b64ceb2","active",1
"ssrhe.quadform.d4.k3.c150.v1","ssrhe.quadform.d4.k3.c150.v1","geometry.quadform.f12242f5b5c4ef0a","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","0186274ab527c140652bf975ef684d5daf3be9d7ad4bd8bb32503430991cf123","active",1
"ssrhe.quadform.d4.k3.c200.v1","ssrhe.quadform.d4.k3.c200.v1","geometry.quadform.01ee2a66869a5e2e","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","911b0580c9cfe3bfcb7c788c98824b80494343978051d1210029516ecb4f3a1d","active",1
"ssrhe.quadform.d4.k4.c035.v1","ssrhe.quadform.d4.k4.c035.v1","geometry.quadform.354c29a840d0d76b","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","bad7ad268ce726e2079439b6374a3effed373528feb8b9bef958fcc3e65edf55","active",1
"ssrhe.quadform.d4.k4.c085.v1","ssrhe.quadform.d4.k4.c085.v1","geometry.quadform.45818542922d4a57","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","1fc925fa3c5d93554a3e8b4ee8cc548d8bb4129b077414fe0b3fbf11a1008931","active",1
"ssrhe.quadform.d4.k4.c125.v1","ssrhe.quadform.d4.k4.c125.v1","geometry.quadform.2bf4a2f20cc6b77e","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","2143200656999309e5077b9d22e0ed97b0b87258ae41073ba266192ef43d4daa","active",1
"ssrhe.quadform.d4.k4.c150.v1","ssrhe.quadform.d4.k4.c150.v1","geometry.quadform.1abdfd2de75e1f24","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","7d947c2d17261f4339297e5896c0abc5370e7f11ab75ca42cc383d76ef1a59e1","active",1
"ssrhe.quadform.d4.k4.c200.v1","ssrhe.quadform.d4.k4.c200.v1","geometry.quadform.b6206344ae216e11","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","1e42efa975d14b9134241f5f024780245f6facdd91365fd0247a5b4d27095759","active",1
